Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,Curation Report
4,HA,KT274327,No,1701,H1N1,9-4-2014,IRD:Human,USA,Wisconsin,13-14,A/Wisconsin/08/2014,Pass
4,HA,CY189521,Yes,1752,H1N1,9-4-2014,IRD:Human,USA,New York,13-14,A/New York/WC-LVD-14-062/2014,Pass
4,HA,KM409409,No,1701,H1N1,11-4-2014,IRD:Human,USA,Minnesota,13-14,A/Minnesota/06/2014,Pass
4,HA,KT836643,Yes,1701,H1N1,12-4-2014,IRD:Human,USA,Hawaii,13-14,A/Hawaii/12/2014,Pass
4,HA,KT274303,No,1701,H1N1,04/16/2014,IRD:Human,USA,New Jersey,13-14,A/New Jersey/06/2014,Pass
4,HA,KM409187,No,1701,H1N1,04/18/2014,IRD:Human,USA,Alaska,13-14,A/Alaska/07/2014,Pass
4,HA,KT274409,No,1701,H1N1,04/21/2014,IRD:Human,USA,Missouri,13-14,A/Missouri/06/2014,Pass
4,HA,KT274424,No,1701,H1N1,04/22/2014,IRD:Human,USA,Maryland,13-14,A/Maryland/12/2014,Pass
4,HA,KT274636,No,1701,H1N1,04/22/2014,IRD:Human,USA,Kansas,13-14,A/Kansas/05/2014,Pass
4,HA,KT274286,No,1701,H1N1,04/23/2014,IRD:Human,USA,Indiana,13-14,A/Indiana/06/2014,Pass
4,HA,KT274265,No,1701,H1N1,3-5-2014,IRD:Human,USA,Hawaii,13-14,A/Hawaii/07/2014,Pass
4,HA,KY116983,Yes,1701,H1N1,6-5-2014,IRD:Human,USA,District of Columbia,13-14,A/District Of Columbia/02/2014,Pass
4,HA,KT274302,Yes,1701,H1N1,6-5-2014,IRD:Human,USA,District of Columbia,13-14,A/District Of Columbia/02/2014,Pass
4,HA,KT274548,No,1701,H1N1,12-6-2014,IRD:Human,USA,Minnesota,-N/A-,A/Minnesota/08/2014,Pass
4,HA,KT836816,No,1701,H1N1,5-8-2014,IRD:Human,USA,Alaska,-N/A-,A/Alaska/36/2014,Pass
4,HA,KT836729,No,1701,H1N1,5-8-2014,IRD:Human,USA,Alaska,-N/A-,A/Alaska/36/2014,Pass
4,HA,KT274215,No,1701,H1N1,9-8-2014,IRD:Human,USA,Minnesota,-N/A-,A/Minnesota/15/2014,Pass
4,HA,KT274492,No,1701,H1N1,08/31/2014,IRD:Human,USA,Wisconsin,-N/A-,A/Wisconsin/20/2014,Pass
4,HA,KT836731,Yes,1701,H1N1,3-9-2014,IRD:Human,USA,Alaska,-N/A-,A/Alaska/38/2014,Pass
4,HA,KU592859,Yes,1701,H1N1,3-9-2014,IRD:Human,USA,Alaska,-N/A-,A/Alaska/38/2014,Pass
4,HA,KT836727,Yes,1701,H1N1,3-9-2014,IRD:Human,USA,Alaska,-N/A-,A/Alaska/37/2014,Pass
4,HA,KU592781,Yes,1701,H1N1,3-9-2014,IRD:Human,USA,Alaska,-N/A-,A/Alaska/38/2014,Pass
4,HA,KU592821,Yes,1701,H1N1,3-9-2014,IRD:Human,USA,Alaska,-N/A-,A/Alaska/37/2014,Pass
4,HA,KU592860,Yes,1701,H1N1,3-9-2014,IRD:Human,USA,Alaska,-N/A-,A/Alaska/38/2014,Pass
4,HA,KT836733,No,1701,H1N1,6-9-2014,IRD:Human,USA,Minnesota,-N/A-,A/Minnesota/23/2014,Pass
4,HA,KT836726,No,1701,H1N1,09/14/2014,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/55/2014,Pass
4,HA,KT836702,No,1701,H1N1,2-10-2014,IRD:Human,USA,Hawaii,14-15,A/Hawaii/57/2014,Pass
4,HA,KT836596,No,1701,H1N1,4-10-2014,IRD:Human,USA,California,14-15,A/California/37/2014,Pass
4,HA,KT836732,No,1701,H1N1,6-10-2014,IRD:Human,USA,Wisconsin,14-15,A/Wisconsin/28/2014,Pass
4,HA,KT836892,Yes,1701,H1N1,8-10-2014,IRD:Human,USA,California,14-15,A/California/92/2014,Pass
4,HA,KT836584,Yes,1701,H1N1,12-10-2014,IRD:Human,USA,Hawaii,14-15,A/Hawaii/67/2014,Pass
4,HA,KT836523,No,1701,H1N1,10/18/2014,IRD:Human,USA,Illinois,14-15,A/Illinois/08/2014,Pass
4,HA,MK615207,Yes,1753,H1N1,10/20/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00003/2014,Pass
4,HA,MK615215,Yes,1753,H1N1,10/20/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00004/2014,Pass
4,HA,MK615223,Yes,1753,H1N1,10/20/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00005/2014,Pass
4,HA,MK615239,Yes,1753,H1N1,10/20/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00007/2014,Pass
4,HA,MK615191,Yes,1753,H1N1,10/20/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00001/2014,Pass
4,HA,MK615255,Yes,1753,H1N1,10/20/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00009/2014,Pass
4,HA,MK615231,Yes,1753,H1N1,10/20/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00006/2014,Pass
4,HA,MK615263,Yes,1753,H1N1,10/20/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00010/2014,Pass
4,HA,MK615247,Yes,1753,H1N1,10/20/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00008/2014,Pass
4,HA,MK615199,Yes,1753,H1N1,10/20/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00002/2014,Pass
4,HA,KT836524,No,1701,H1N1,10/21/2014,IRD:Human,USA,Massachusetts,14-15,A/Massachusetts/15/2014,Pass
4,HA,KT880134,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880090,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT836512,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880180,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880087,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT836508,No,1701,H1N1,10/28/2014,IRD:Human,USA,Wisconsin,14-15,A/Wisconsin/51/2014,Pass
4,HA,KU592764,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KU592819,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880131,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880110,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880150,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880114,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880152,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880186,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880157,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KU592825,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,KT880151,Yes,1701,H1N1,10/28/2014,IRD:Human,USA,Florida,14-15,A/Florida/62/2014,Pass
4,HA,MK615279,Yes,1753,H1N1,10/31/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00012/2014,Pass
4,HA,MK615287,Yes,1753,H1N1,10/31/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00013/2014,Pass
4,HA,MK615295,Yes,1753,H1N1,10/31/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00014/2014,Pass
4,HA,MK615311,Yes,1753,H1N1,10/31/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00016/2014,Pass
4,HA,MK615335,Yes,1753,H1N1,10/31/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00019/2014,Pass
4,HA,MK615343,Yes,1753,H1N1,10/31/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00020/2014,Pass
4,HA,MK615319,Yes,1753,H1N1,10/31/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00017/2014,Pass
4,HA,MK615327,Yes,1753,H1N1,10/31/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00018/2014,Pass
4,HA,MK615271,Yes,1753,H1N1,10/31/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00011/2014,Pass
4,HA,MK615303,Yes,1753,H1N1,10/31/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00015/2014,Pass
4,HA,KT880177,No,1701,H1N1,5-11-2014,IRD:Human,USA,Iowa,14-15,A/Iowa/19/2014,Pass
4,HA,KT836520,No,1701,H1N1,5-11-2014,IRD:Human,USA,Iowa,14-15,A/Iowa/19/2014,Pass
4,HA,KU592829,No,1701,H1N1,5-11-2014,IRD:Human,USA,Iowa,14-15,A/Iowa/19/2014,Pass
4,HA,KT880176,No,1701,H1N1,5-11-2014,IRD:Human,USA,Iowa,14-15,A/Iowa/19/2014,Pass
4,HA,KT880179,No,1701,H1N1,5-11-2014,IRD:Human,USA,Iowa,14-15,A/Iowa/19/2014,Pass
4,HA,KT880115,Yes,1701,H1N1,7-11-2014,IRD:Human,USA,Florida,14-15,A/Florida/63/2014,Pass
4,HA,KT836510,Yes,1701,H1N1,7-11-2014,IRD:Human,USA,Florida,14-15,A/Florida/63/2014,Pass
4,HA,MK615367,Yes,1753,H1N1,11/15/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00023/2014,Pass
4,HA,MK615383,Yes,1753,H1N1,11/15/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00025/2014,Pass
4,HA,MK615415,Yes,1753,H1N1,11/15/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00029/2014,Pass
4,HA,MK615375,Yes,1753,H1N1,11/15/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00024/2014,Pass
4,HA,MK615423,Yes,1753,H1N1,11/15/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00030/2014,Pass
4,HA,MK615407,Yes,1753,H1N1,11/15/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00028/2014,Pass
4,HA,MK615391,Yes,1753,H1N1,11/15/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00026/2014,Pass
4,HA,MK615359,Yes,1753,H1N1,11/15/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00022/2014,Pass
4,HA,MK615351,Yes,1753,H1N1,11/15/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00021/2014,Pass
4,HA,MK615399,Yes,1753,H1N1,11/15/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00027/2014,Pass
4,HA,KT836462,Yes,1701,H1N1,11/23/2014,IRD:Human,USA,Iowa,14-15,A/Iowa/23/2014,Pass
4,HA,KT836594,No,1701,H1N1,11/25/2014,IRD:Human,USA,Utah,14-15,A/Utah/28/2014,Pass
4,HA,KT836457,Yes,1701,H1N1,11/25/2014,IRD:Human,USA,Washington,14-15,A/Washington/59/2014,Pass
4,HA,KT836476,Yes,1701,H1N1,2-12-2014,IRD:Human,USA,Iowa,14-15,A/Iowa/24/2014,Pass
4,HA,KT836435,Yes,1701,H1N1,2-12-2014,IRD:Human,USA,Iowa,14-15,A/Iowa/25/2014,Pass
4,HA,MK615487,Yes,1753,H1N1,5-12-2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00038/2014,Pass
4,HA,MK615431,Yes,1753,H1N1,5-12-2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00031/2014,Pass
4,HA,MK615463,Yes,1753,H1N1,5-12-2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00035/2014,Pass
4,HA,MK615439,Yes,1753,H1N1,5-12-2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00032/2014,Pass
4,HA,MK615479,Yes,1753,H1N1,5-12-2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00037/2014,Pass
4,HA,MK615495,Yes,1753,H1N1,5-12-2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00039/2014,Pass
4,HA,KT836833,Yes,1701,H1N1,5-12-2014,IRD:Human,USA,Hawaii,14-15,A/Hawaii/64/2014,Pass
4,HA,MK615447,Yes,1753,H1N1,5-12-2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00033/2014,Pass
4,HA,MK615503,Yes,1753,H1N1,5-12-2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00040/2014,Pass
4,HA,MK615471,Yes,1753,H1N1,5-12-2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00036/2014,Pass
4,HA,MK615455,Yes,1753,H1N1,5-12-2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00034/2014,Pass
4,HA,KT836443,Yes,1701,H1N1,9-12-2014,IRD:Human,USA,Iowa,14-15,A/Iowa/27/2014,Pass
4,HA,KT836453,Yes,1701,H1N1,11-12-2014,IRD:Human,USA,Iowa,14-15,A/Iowa/26/2014,Pass
4,HA,KT836521,Yes,1701,H1N1,12/18/2014,IRD:Human,USA,New York,14-15,A/New York/41/2014,Pass
4,HA,MK615543,Yes,1753,H1N1,12/19/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00045/2014,Pass
4,HA,MK615551,Yes,1753,H1N1,12/19/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00046/2014,Pass
4,HA,MK615535,Yes,1753,H1N1,12/19/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00044/2014,Pass
4,HA,MK615583,Yes,1753,H1N1,12/19/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00050/2014,Pass
4,HA,MK615511,Yes,1753,H1N1,12/19/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00041/2014,Pass
4,HA,MK615575,Yes,1753,H1N1,12/19/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00049/2014,Pass
4,HA,MK615567,Yes,1753,H1N1,12/19/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00048/2014,Pass
4,HA,MK615559,Yes,1753,H1N1,12/19/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00047/2014,Pass
4,HA,MK615527,Yes,1753,H1N1,12/19/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00043/2014,Pass
4,HA,MK615519,Yes,1753,H1N1,12/19/2014,IRD:Human,USA,Unknown,14-15,A/USA/VFFSP_UNITHER_00042/2014,Pass
4,HA,KT836601,Yes,1701,H1N1,12/22/2014,IRD:Human,USA,Virginia,14-15,A/Virginia/40/2014,Pass
4,HA,KT836870,Yes,1701,H1N1,12/29/2014,IRD:Human,USA,California,14-15,A/California/56/2014,Pass
4,HA,KU589419,Yes,1701,H1N1,4-1-2015,IRD:Human,USA,Colorado,-N/A-,A/Colorado/14/2015,Pass
4,HA,KX004659,Yes,1752,H1N1,4-1-2015,IRD:Human,USA,Florida,-N/A-,A/Florida/95/2015,Pass
4,HA,KX005694,Yes,1752,H1N1,4-1-2015,IRD:Human,USA,Vermont,-N/A-,A/Vermont/10/2015,Pass
4,HA,KT836860,Yes,1701,H1N1,4-1-2015,IRD:Human,USA,Hawaii,14-15,A/Hawaii/01/2015,Pass
4,HA,KT836709,Yes,1701,H1N1,7-1-2015,IRD:Human,USA,Iowa,14-15,A/Iowa/01/2015,Pass
4,HA,KT836531,Yes,1701,H1N1,7-1-2015,IRD:Human,USA,Iowa,14-15,A/Iowa/01/2015,Pass
4,HA,KT836645,Yes,1701,H1N1,7-1-2015,IRD:Human,USA,New Hampshire,14-15,A/New Hampshire/02/2015,Pass
4,HA,KT836475,Yes,1701,H1N1,7-1-2015,IRD:Human,USA,Iowa,14-15,A/Iowa/02/2015,Pass
4,HA,KT836606,Yes,1701,H1N1,7-1-2015,IRD:Human,USA,New Hampshire,14-15,A/New Hampshire/01/2015,Pass
4,HA,KT836527,Yes,1701,H1N1,8-1-2015,IRD:Human,USA,North Dakota,14-15,A/North Dakota/01/2015,Pass
4,HA,KT836705,Yes,1701,H1N1,9-1-2015,IRD:Human,USA,California,14-15,A/California/35/2015,Pass
4,HA,KT836845,Yes,1701,H1N1,01/15/2015,IRD:Human,USA,California,14-15,A/California/33/2015,Pass
4,HA,KT836895,Yes,1701,H1N1,01/26/2015,IRD:Human,USA,California,14-15,A/California/49/2015,Pass
4,HA,KT836817,Yes,1701,H1N1,01/28/2015,IRD:Human,USA,Indiana,14-15,A/Indiana/08/2015,Pass
4,HA,KX002295,Yes,1701,H1N1,01/28/2015,IRD:Human,USA,Indiana,14-15,A/Indiana/08/2015,Pass
4,HA,KT836795,Yes,1701,H1N1,7-2-2015,IRD:Human,USA,Hawaii,14-15,A/Hawaii/09/2015,Pass
4,HA,KT836745,Yes,1701,H1N1,12-2-2015,IRD:Human,USA,Minnesota,14-15,A/Minnesota/04/2015,Pass
4,HA,KT836815,Yes,1701,H1N1,12-2-2015,IRD:Human,USA,Washington,14-15,A/Washington/19/2015,Pass
4,HA,KT836615,Yes,1701,H1N1,02/17/2015,IRD:Human,USA,Montana,14-15,A/Montana/05/2015,Pass
4,HA,KT836763,Yes,1701,H1N1,02/23/2015,IRD:Human,USA,California,14-15,A/California/23/2015,Pass
4,HA,KT836742,Yes,1701,H1N1,02/24/2015,IRD:Human,USA,Hawaii,14-15,A/Hawaii/17/2015,Pass
4,HA,KT836859,Yes,1701,H1N1,02/25/2015,IRD:Human,USA,Hawaii,14-15,A/Hawaii/25/2015,Pass
4,HA,KT836786,Yes,1701,H1N1,02/25/2015,IRD:Human,USA,Ohio,14-15,A/Ohio/08/2015,Pass
4,HA,KT836771,Yes,1701,H1N1,02/26/2015,IRD:Human,USA,Montana,14-15,A/Montana/08/2015,Pass
4,HA,KT836699,Yes,1701,H1N1,02/28/2015,IRD:Human,USA,Hawaii,14-15,A/Hawaii/29/2015,Pass
4,HA,KT836759,Yes,1701,H1N1,1-3-2015,IRD:Human,USA,Washington,14-15,A/Washington/23/2015,Pass
4,HA,KT836625,Yes,1701,H1N1,11-3-2015,IRD:Human,USA,New Mexico,14-15,A/New Mexico/17/2015,Pass
4,HA,KT836837,Yes,1701,H1N1,11-3-2015,IRD:Human,USA,New Mexico,14-15,A/New Mexico/17/2015,Pass
4,HA,KT836797,Yes,1701,H1N1,11-3-2015,IRD:Human,USA,Wisconsin,14-15,A/Wisconsin/25/2015,Pass
4,HA,KT836905,Yes,1701,H1N1,03/14/2015,IRD:Human,USA,South Dakota,14-15,A/South Dakota/16/2015,Pass
4,HA,KT836824,Yes,1701,H1N1,03/16/2015,IRD:Human,USA,Hawaii,14-15,A/Hawaii/26/2015,Pass
4,HA,KT836680,Yes,1701,H1N1,03/18/2015,IRD:Human,USA,California,14-15,A/California/80/2015,Pass
4,HA,KT836762,Yes,1701,H1N1,03/23/2015,IRD:Human,USA,Washington,14-15,A/Washington/20/2015,Pass
4,HA,KT836840,Yes,1701,H1N1,2-4-2015,IRD:Human,USA,Hawaii,14-15,A/Hawaii/18/2015,Pass
4,HA,CY208108,No,1701,H1N1,8-4-2015,IRD:Human,USA,New York,14-15,A/New York/4880/2015,Pass
4,HA,KT836546,Yes,1701,H1N1,04/13/2015,IRD:Human,USA,Hawaii,14-15,A/Hawaii/30/2015,Pass
4,HA,KT836823,Yes,1701,H1N1,04/13/2015,IRD:Human,USA,Delaware,14-15,A/Delaware/40/2015,Pass
4,HA,KT836926,Yes,1701,H1N1,04/13/2015,IRD:Human,USA,Delaware,14-15,A/Delaware/39/2015,Pass
4,HA,KT836592,Yes,1701,H1N1,04/14/2015,IRD:Human,USA,Louisiana,14-15,A/Louisiana/03/2015,Pass
4,HA,KT836626,Yes,1701,H1N1,04/14/2015,IRD:Human,USA,Louisiana,14-15,A/Louisiana/04/2015,Pass
4,HA,KT836928,Yes,1701,H1N1,04/15/2015,IRD:Human,USA,Florida,14-15,A/Florida/47/2015,Pass
4,HA,KT836550,Yes,1701,H1N1,04/16/2015,IRD:Human,USA,New Jersey,14-15,A/New Jersey/47/2015,Pass
4,HA,KT836675,Yes,1701,H1N1,04/22/2015,IRD:Human,USA,Hawaii,14-15,A/Hawaii/40/2015,Pass
4,HA,KT836583,Yes,1701,H1N1,3-5-2015,IRD:Human,USA,Hawaii,14-15,A/Hawaii/41/2015,Pass
4,HA,MH429787,No,1701,H1N1,5-5-2015,IRD:Human,USA,Unknown,14-15,A/Homo_sapiens/USA/10/2015,Pass
4,HA,KT836716,Yes,1701,H1N1,8-7-2015,IRD:Human,USA,Florida,-N/A-,A/Florida/56/2015,Pass
4,HA,KY117015,Yes,1752,H1N1,9-7-2015,IRD:Human,USA,Minnesota,-N/A-,A/Minnesota/32/2015,Pass
4,HA,KT836712,Yes,1701,H1N1,9-7-2015,IRD:Human,USA,Minnesota,-N/A-,A/Minnesota/32/2015,Pass
4,HA,KU509695,Yes,1701,H1N1,07/23/2015,IRD:Human,USA,Indiana,-N/A-,A/Indiana/15/2015,Pass
4,HA,KT836556,Yes,1701,H1N1,07/23/2015,IRD:Human,USA,Indiana,-N/A-,A/Indiana/15/2015,Pass
4,HA,KT836564,Yes,1701,H1N1,07/24/2015,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/50/2015,Pass
4,HA,KU509543,Yes,1701,H1N1,07/24/2015,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/50/2015,Pass
4,HA,KU509649,Yes,1701,H1N1,5-8-2015,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/51/2015,Pass
4,HA,KU509550,Yes,1701,H1N1,5-8-2015,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/51/2015,Pass
4,HA,KT836572,Yes,1701,H1N1,5-8-2015,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/51/2015,Pass
4,HA,KU509641,Yes,1701,H1N1,6-8-2015,IRD:Human,USA,New York,-N/A-,A/New York/61/2015,Pass
4,HA,KX417062,Yes,1753,H1N1,6-8-2015,IRD:Human,USA,New York,-N/A-,A/New York/61/2015,Pass
4,HA,KX417073,Yes,1753,H1N1,6-8-2015,IRD:Human,USA,New York,-N/A-,A/New York/61/2015,Pass
4,HA,KT836661,Yes,1701,H1N1,6-8-2015,IRD:Human,USA,New York,-N/A-,A/New York/61/2015,Pass
4,HA,KU509558,Yes,1701,H1N1,08/13/2015,IRD:Human,USA,Kentucky,-N/A-,A/Kentucky/14/2015,Pass
4,HA,KU509719,Yes,1701,H1N1,08/20/2015,IRD:Human,USA,Maryland,-N/A-,A/Maryland/16/2015,Pass
4,HA,KX004146,Yes,1752,H1N1,08/20/2015,IRD:Human,USA,Maryland,-N/A-,A/Maryland/16/2015,Pass
4,HA,KT865650,Yes,1701,H1N1,08/27/2015,IRD:Human,USA,Florida,-N/A-,A/Florida/66/2015,Pass
4,HA,KT865658,Yes,1701,H1N1,08/29/2015,IRD:Human,USA,Massachusetts,-N/A-,A/Massachusetts/24/2015,Pass
4,HA,KU509566,Yes,1701,H1N1,08/29/2015,IRD:Human,USA,Massachusetts,-N/A-,A/Massachusetts/24/2015,Pass
4,HA,KY090610,Yes,1701,H1N1,7-9-2015,IRD:Human,USA,Michigan,-N/A-,A/Michigan/45/2015,Pass
4,HA,KU933493,Yes,1752,H1N1,7-9-2015,IRD:Human,USA,Michigan,-N/A-,A/Michigan/45/2015,Pass
4,HA,KY117023,Yes,1753,H1N1,7-9-2015,IRD:Human,USA,Michigan,-N/A-,A/Michigan/45/2015,Pass
4,HA,KU509703,Yes,1701,H1N1,7-9-2015,IRD:Human,USA,Michigan,-N/A-,A/Michigan/45/2015,Pass
4,HA,MK622940,Yes,1753,H1N1,7-9-2015,IRD:Human,USA,Michigan,-N/A-,A/Michigan/45/2015,Pass
4,HA,KY090618,Yes,1701,H1N1,9-9-2015,IRD:Human,USA,Michigan,-N/A-,A/Michigan/50/2015,Pass
4,HA,KY090626,Yes,1701,H1N1,10-9-2015,IRD:Human,USA,Michigan,-N/A-,A/Michigan/51/2015,Pass
4,HA,KX004341,Yes,1752,H1N1,12-9-2015,IRD:Human,USA,California,-N/A-,A/California/90/2015,Pass
4,HA,KU509895,Yes,1701,H1N1,12-9-2015,IRD:Human,USA,California,-N/A-,A/California/90/2015,Pass
4,HA,KU509711,Yes,1701,H1N1,09/18/2015,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/59/2015,Pass
4,HA,KU509903,Yes,1701,H1N1,09/18/2015,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/59/2015,Pass
4,HA,KX004346,Yes,1752,H1N1,09/18/2015,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/59/2015,Pass
4,HA,KU509887,Yes,1701,H1N1,09/27/2015,IRD:Human,USA,California,-N/A-,A/California/88/2015,Pass
4,HA,KU509627,Yes,1701,H1N1,4-10-2015,IRD:Human,USA,Michigan,15-16,A/Michigan/64/2015,Pass
4,HA,KU509783,Yes,1701,H1N1,4-10-2015,IRD:Human,USA,Michigan,15-16,A/Michigan/64/2015,Pass
4,HA,KU509574,Yes,1701,H1N1,5-10-2015,IRD:Human,USA,Michigan,15-16,A/Michigan/57/2015,Pass
4,HA,KX005106,Yes,1752,H1N1,5-10-2015,IRD:Human,USA,Michigan,15-16,A/Michigan/57/2015,Pass
4,HA,KU509657,Yes,1701,H1N1,5-10-2015,IRD:Human,USA,Michigan,15-16,A/Michigan/63/2015,Pass
4,HA,KU509911,Yes,1701,H1N1,8-10-2015,IRD:Human,USA,Delaware,15-16,A/Delaware/42/2015,Pass
4,HA,KX005114,Yes,1752,H1N1,8-10-2015,IRD:Human,USA,Delaware,15-16,A/Delaware/42/2015,Pass
4,HA,KU509919,Yes,1701,H1N1,12-10-2015,IRD:Human,USA,Minnesota,15-16,A/Minnesota/45/2015,Pass
4,HA,KX004138,Yes,1752,H1N1,12-10-2015,IRD:Human,USA,Minnesota,15-16,A/Minnesota/45/2015,Pass
4,HA,KX949404,Yes,1752,H1N1,12-10-2015,IRD:Human,USA,Minnesota,15-16,A/Minnesota/45/2015,Pass
4,HA,KX949394,Yes,1752,H1N1,12-10-2015,IRD:Human,USA,Minnesota,15-16,A/Minnesota/45/2015,Pass
4,HA,KU509854,Yes,1701,H1N1,10/13/2015,IRD:Human,USA,Connecticut,15-16,A/Connecticut/04/2015,Pass
